edad,sexo,cabeza_de_hogar,caracterizacion_ciudadano,tipo_de_emprendimiento,idea_de_negocio,estrato,barrio_vereda_ciudadano,comuna_ciudadano,zona_ciudadano,fecha_de_beneficio_dia,fecha_de_beneficio_mes,fecha_de_beneficio_año
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,8,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,15,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,29,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,22,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,5,9,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,12,7,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,8,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,15,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,29,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,22,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,5,9,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,10,7,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,1,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,8,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,29,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,5,9,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,28,7,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,3,8,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,10,8,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,15,8,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,22,8,2017.0
60,femenino,si,empresario,no dato,no dato,,envigado,a4-envigado,otro,5,9,2017.0
63,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,8,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,8,8,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,18,7,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,8,8,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,15,8,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,29,8,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,22,8,2017.0
67,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,5,9,2017.0
65,masculino,si,empresario,no dato,no dato,2,san javier no.1,13-san javier,centro-occidental,17,7,2017.0
65,masculino,si,empresario,no dato,no dato,2,san javier no.1,13-san javier,centro-occidental,8,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,villatina,08-villa hermosa,centro-oriental,11,7,2017.0
65,femenino,si,empresario,no dato,no dato,2,villatina,08-villa hermosa,centro-oriental,8,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,villatina,08-villa hermosa,centro-oriental,15,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,villatina,08-villa hermosa,centro-oriental,29,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,villatina,08-villa hermosa,centro-oriental,22,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,11,7,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,8,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,15,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,29,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,22,8,2017.0
65,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,5,9,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,12,7,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,1,8,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,8,8,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,15,8,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,29,8,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,22,8,2017.0
65,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,5,9,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,17,7,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,1,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,8,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,29,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,5,9,2017.0
62,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,12,7,2017.0
62,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,15,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,29,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,22,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,5,9,2017.0
62,femenino,si,empresario,no dato,no dato,1,enciso,08-villa hermosa,centro-oriental,12,7,2017.0
62,femenino,si,empresario,no dato,no dato,1,enciso,08-villa hermosa,centro-oriental,1,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,enciso,08-villa hermosa,centro-oriental,29,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,enciso,08-villa hermosa,centro-oriental,22,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,enciso,08-villa hermosa,centro-oriental,5,9,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,12,7,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,1,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,8,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,15,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,29,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,22,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,manrique central no.2,03-manrique,nor-oriental,5,9,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,12,7,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,9,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,15,7,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,30,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,23,8,2017.0
62,femenino,si,empresario,no dato,no dato,2,otro,99-otro,otro,6,9,2017.0
62,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,12,7,2017.0
62,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,1,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,8,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,29,8,2017.0
62,femenino,si,empresario,no dato,no dato,1,san javier no.1,13-san javier,centro-occidental,22,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,17,7,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,1,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,8,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,15,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,29,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,22,8,2017.0
,femenino,si,empresario,no dato,no dato,2,san german,07-robledo,nor-occidental,5,9,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,11,7,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,8,8,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,15,8,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,29,8,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,22,8,2017.0
,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,5,9,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,12,7,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,9,8,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,15,8,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,29,8,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,22,8,2017.0
62,masculino,no,empresario,no dato,no dato,3,otro,99-otro,otro,5,9,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,18,7,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,1,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,8,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,15,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,29,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,22,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,5,9,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,11,7,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,1,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,8,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,29,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
62,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,5,9,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,17,7,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,1,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,8,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,15,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,29,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,aranjuez,04-aranjuez,nor-oriental,5,9,2017.0
62,masculino,no,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,11,7,2017.0
62,masculino,no,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,15,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,11,7,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,8,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,15,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,29,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,22,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,5,9,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,28,7,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,1,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,8,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,15,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,29,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,22,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,belencito,13-san javier,centro-occidental,5,9,2017.0
,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,28,7,2017.0
,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,1,8,2017.0
,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,29,7,2017.0
,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,5,9,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,1,8,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,3,8,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,8,8,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,29,8,2017.0
52,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,11,7,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,8,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,15,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,29,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,22,8,2017.0
52,femenino,si,empresario,no dato,no dato,2,calasanz,12-la américa,centro-occidental,5,9,2017.0
52,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,12,7,2017.0
52,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,22,8,2017.0
52,femenino,si,empresario,no dato,no dato,3,las brisas,05-castilla,nor-occidental,17,7,2017.0
52,femenino,si,empresario,no dato,no dato,1,san isidro,04-aranjuez,nor-oriental,7,7,2017.0
52,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,28,7,2017.0
77,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,17,7,2017.0
77,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,11,7,2017.0
77,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,10,7,2017.0
77,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,11,6,2017.0
86,masculino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,11,7,2017.0
86,masculino,si,empresario,no dato,no dato,1,prado,10-la candelaria,centro-oriental,18,7,2017.0
86,femenino,si,empresario,no dato,no dato,1,buenos aires,09-buenos aires,centro-oriental,11,7,2017.0
86,femenino,si,empresario,no dato,no dato,3,cordoba,07-robledo,nor-occidental,18,7,2017.0
86,femenino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,17,7,2017.0
86,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,11,7,2017.0
86,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,12,7,2017.0
86,femenino,si,empresario,no dato,no dato,3,florencia,05-castilla,nor-occidental,17,7,2017.0
86,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,17,7,2017.0
51,masculino,si,empresario,no dato,no dato,2,belalcazar,05-castilla,nor-occidental,17,7,2017.0
66,femenino,si,empresario,no dato,no dato,3,el salvador,09-buenos aires,centro-oriental,12,7,2017.0
66,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,12,7,2017.0
45,masculino,si,empresario,no dato,no dato,3,campo valdes no.1,04-aranjuez,nor-oriental,18,7,2017.0
45,masculino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,10,7,2017.0
45,femenino,no,empresario,no dato,no dato,3,cristo rey,15-guayabal,sur-occidental,10,7,2017.0
45,femenino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,11,7,2017.0
45,femenino,no,empresario,no dato,no dato,3,villa hermosa,08-villa hermosa,centro-oriental,12,7,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,12,7,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,2,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,9,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,16,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,30,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,23,8,2017.0
63,masculino,si,empresario,no dato,no dato,1,san german,07-robledo,nor-occidental,6,9,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,12,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,2,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,9,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,16,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,30,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,23,8,2017.0
63,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,6,9,2017.0
52,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,12,7,2017.0
52,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,9,8,2017.0
52,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,16,8,2017.0
52,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,30,8,2017.0
52,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,23,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,12,7,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,2,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,9,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,16,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,30,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,23,8,2017.0
56,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,6,9,2017.0
47,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,18,7,2017.0
47,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,2,8,2017.0
47,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,9,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,12,7,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,2,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,9,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,16,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,30,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,23,8,2017.0
34,femenino,si,empresario,no dato,no dato,1,villatina,08-villa hermosa,centro-oriental,6,9,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,12,7,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,2,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,9,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,16,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,30,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,23,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,la milagrosa,09-buenos aires,centro-oriental,6,9,2017.0
34,masculino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,17,7,2017.0
34,masculino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,9,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,16,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,30,8,2017.0
34,masculino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,23,8,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,17,7,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,2,8,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,9,8,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,30,8,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,23,8,2017.0
34,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,6,9,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,17,7,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,2,8,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,9,8,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,16,8,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,30,8,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,23,8,2017.0
56,masculino,si,empresario,no dato,no dato,1,belen,16-belen,sur-occidental,6,9,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,17,7,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,9,8,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,16,8,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,30,8,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,23,8,2017.0
56,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,6,9,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,17,7,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,2,8,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,9,8,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,16,8,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,30,8,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,23,8,2017.0
40,masculino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,02-santa cruz,nor-oriental,6,9,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,17,7,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,2,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,9,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,16,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,30,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,23,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,6,9,2017.0
53,masculino,si,empresario,no dato,no dato,1,el pinal,08-villa hermosa,centro-oriental,11,7,2017.0
53,masculino,si,empresario,no dato,no dato,1,el pinal,08-villa hermosa,centro-oriental,16,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,el pinal,08-villa hermosa,centro-oriental,30,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,el pinal,08-villa hermosa,centro-oriental,23,8,2017.0
53,masculino,si,empresario,no dato,no dato,1,el pinal,08-villa hermosa,centro-oriental,6,9,2017.0
84,masculino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,11,6,2017.0
84,masculino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,29,8,2017.0
84,masculino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,23,8,2017.0
84,masculino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,5,9,2017.0
50,masculino,si,empresario,no dato,no dato,2,itaguí,,,10,7,2017.0
50,masculino,si,empresario,no dato,no dato,2,itaguí,,,2,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,itaguí,,,9,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,itaguí,,,23,8,2017.0
78,masculino,no,empresario,no dato,no dato,2,santa ines,03-manrique,nor-oriental,10,7,2017.0
78,masculino,no,empresario,no dato,no dato,2,santa ines,03-manrique,nor-oriental,16,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,10,7,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,9,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,16,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,30,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,23,8,2017.0
62,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,6,9,2017.0
60,masculino,si,empresario,no dato,no dato,1,belencito,13-san javier,centro-occidental,11,7,2017.0
60,masculino,si,empresario,no dato,no dato,1,belencito,13-san javier,centro-occidental,11,7,2017.0
60,masculino,si,empresario,no dato,no dato,1,belencito,13-san javier,centro-occidental,2,8,2017.0
